messages
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 에디야, 그만하라고 했잖아! 내 말 안 들려?""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 에디야, 그만하라고 했잖아! 내 말 안 들려?""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 에디야 그만하라고 했잖아 내 말 안 들려""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 와, 진짜 뻔뻔하다. 사과 한마디가 없네.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 와, 진짜 뻔뻔하다. 사과 한마디가 없네.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 와 진짜 뻔뻔하다 사과 한마디가 없네""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 와 진짜 뻔뻔하다 사과 한마디가 없네""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 인내심 테스트하는 거야 뭐야? 적당히 좀 해!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 인내심 테스트하는 거야 뭐야? 적당히 좀 해!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 인내심 테스트하는 거야 뭐야 적당히 좀 해""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 인내심 테스트하는 거야 뭐야 적당히 좀 해""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 이게 다 너 때문이야! 책임져!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 이게 다 너 때문이야! 책임져!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 이게 다 너 때문이야 책임져""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 이게 다 너 때문이야 책임져""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 아침부터 재수 없는 일만 생기네. 카악 퉤!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 아침부터 재수 없는 일만 생기네. 카악 퉤!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 아침부터 재수 없는 일만 생기네 카악 퉤""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.5,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 아침부터 재수 없는 일만 생기네 카악 퉤""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.1, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 제발 좀 알아서 하면 안 돼? 꼭 시켜야만 해?""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 제발 좀 알아서 하면 안 돼? 꼭 시켜야만 해?""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 제발 좀 알아서 하면 안 돼 꼭 시켜야만 해""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.6,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 제발 좀 알아서 하면 안 돼 꼭 시켜야만 해""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.2, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 다 필요 없어! 싹 다 갖다 버려!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.8,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 다 필요 없어! 싹 다 갖다 버려!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.4, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 다 필요 없어 싹 다 갖다 버려""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 다 필요 없어 싹 다 갖다 버려""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 지금 웃음이 나와? 분위기 파악 안 돼?""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 지금 웃음이 나와? 분위기 파악 안 돼?""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 지금 웃음이 나와 분위기 파악 안 돼""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.6,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 지금 웃음이 나와 분위기 파악 안 돼""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.2, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 에디, 너 고장 난 척하지 마. 일부러 그러는 거 다 알아.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 에디, 너 고장 난 척하지 마. 일부러 그러는 거 다 알아.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 에디 너 고장 난 척하지 마 일부러 그러는 거 다 알아""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 에디 너 고장 난 척하지 마 일부러 그러는 거 다 알아""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 아니, 줄을 섰으면 새치기는 하지 말아야지! 개념이 없네.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 아니, 줄을 섰으면 새치기는 하지 말아야지! 개념이 없네.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 아니 줄을 섰으면 새치기는 하지 말아야지 개념이 없네""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 아니 줄을 섰으면 새치기는 하지 말아야지 개념이 없네""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 전화 좀 그만해! 안 받는다고 했잖아!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 전화 좀 그만해! 안 받는다고 했잖아!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 전화 좀 그만해 안 받는다고 했잖아""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 전화 좀 그만해 안 받는다고 했잖아""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 이 꽉 깨물어. 봐주는 건 이번이 마지막이야.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 이 꽉 깨물어. 봐주는 건 이번이 마지막이야.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 이 꽉 깨물어 봐주는 건 이번이 마지막이야""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 이 꽉 깨물어 봐주는 건 이번이 마지막이야""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 와, 열받아서 말이 안 나오네.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 와, 열받아서 말이 안 나오네.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 와 열받아서 말이 안 나오네""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 와 열받아서 말이 안 나오네""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 그걸 지금 변명이라고 하는 거야?""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 그걸 지금 변명이라고 하는 거야?""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 그걸 지금 변명이라고 하는 거야""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 그걸 지금 변명이라고 하는 거야""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 당장 내 눈앞에서 사라져!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.8,\n\""ethogram\"": \""t_02\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 당장 내 눈앞에서 사라져!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.4, \""ethogram\"": \""t_02\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 당장 내 눈앞에서 사라져""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.8,\n\""ethogram\"": \""t_02\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 당장 내 눈앞에서 사라져""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.4, \""ethogram\"": \""t_02\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 어떻게 나한테 그럴 수가 있어? 배신자!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 어떻게 나한테 그럴 수가 있어? 배신자!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 어떻게 나한테 그럴 수가 있어 배신자""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.8,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 어떻게 나한테 그럴 수가 있어 배신자""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.4, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 와이파이 왜 또 안 터져! 이놈의 집구석!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 와이파이 왜 또 안 터져! 이놈의 집구석!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 와이파이 왜 또 안 터져 이놈의 집구석""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 와이파이 왜 또 안 터져 이놈의 집구석""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 에디야, 시끄러워! 노래 끄라고!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_05\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 에디야, 시끄러워! 노래 끄라고!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.3, \""ethogram\"": \""t_05\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: ANGRY\ntext: 에디야 시끄러워 노래 끄라고""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.7,\n\""ethogram\"": \""t_05\""\n}""}]"
