messages
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 에디야, 지금 몇 시야?""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.1,\n\""ethogram\"": \""a_04\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 에디야 지금 몇 시야""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.1,\n\""ethogram\"": \""a_04\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 문자 보내줘""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 답장 내용은 '알겠습니다'로 해줘.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""a_04\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 답장 내용은 알겠습니다로 해줘""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""a_04\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 일정 취소해줘.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 일정 취소해줘""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 회의 시간 변경됐어.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 회의 시간 변경됐어""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 오후 2시에 미팅 있어.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 오후 2시에 미팅 있어""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 노트북 전원 켜줘.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 노트북 전원 켜줘""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 프린터 종이가 부족해.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 프린터 종이가 부족해""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 인터넷 검색창 열어줘.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.1,\n\""ethogram\"": \""a_04\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 인터넷 검색창 열어줘""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""a_04\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 구글에서 정보 찾아줘.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""a_04\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 구글에서 정보 찾아줘""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""a_04\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 바탕화면 정리 좀 해야겠다.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 바탕화면 정리 좀 해야겠다""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 파일 복사해줘.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""a_04\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 파일 복사해줘""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""a_04\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 폴더 이동시켜줘.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 폴더 이동시켜줘""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""a_04\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 프로그램 종료해.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 프로그램 종료해""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 컴퓨터 재부팅 해줘.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 컴퓨터 재부팅 해줘""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 로그아웃 할게.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 로그아웃 할게""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 비밀번호 입력해줘.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""a_04\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 비밀번호 입력해줘""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""a_04\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 화면 캡처해줘.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 화면 캡처해줘""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 글자 크기 키워줘.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""a_04\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 글자 크기 키워줘""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""a_04\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 소리 음소거 해줘.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 소리 음소거 해줘""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 진동 모드로 바꿔줘.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""a_05\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 진동 모드로 바꿔줘""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 방해 금지 모드 켜줘.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 방해 금지 모드 켜줘""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 에디야, 내 말 들려?""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""a_04\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 에디야 내 말 들려""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""a_04\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 대기 모드로 전환해.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 대기 모드로 전환해""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 절전 모드 설정해줘.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_02\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 절전 모드 설정해줘""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_05\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 배터리 충전 중이야.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_05\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 배터리 충전 중이야""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_05\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 미용실 예약해.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""a_04\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 미용실 예약해""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""a_04\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 식당 예약해.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""a_04\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 식당 예약해""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""a_04\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 핸드폰 좀 찾아줘.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""a_04\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 핸드폰 좀 찾아줘""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""a_04\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 리모콘 좀 찾아줘.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""a_04\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 리모콘 좀 찾아줘""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""a_04\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 양말 좀 찾아줘.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""a_04\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 양말 좀 찾아줘""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""a_04\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 뭐 좀 먹을까?""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 3,\n\""intensity\"": 0.2,\n\""ethogram\"": \""a_04\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 뭐 좀 먹을까""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 3,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 귀 움직여봐.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""v_05\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 귀 움직여봐""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""v_05\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 다리 움직여봐.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""e_02\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 다리 움직여봐""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""s_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 물러서.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.4,\n\""ethogram\"": \""t_02\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 물러서""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.4,\n\""ethogram\"": \""t_02\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 앞으로 가.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""a_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 앞으로 가""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""a_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 에디야, 귀 움직여 봐.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.2,\n\""ethogram\"": \""v_05\""\n}""}]"
